Rval = 0x00000000, AmbaDSP_ImgExecuterComponentIF.c, exe_get_next_cr_buffer_hdr_address(), ID = 0, description : test case FILTER_RAW_COMPRESSION CR update OK
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 168, description : test _liso_idsp_first_set_vig ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 169, description : test _liso_idsp_first_set_vig ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 170, description : test _liso_idsp_first_set_vig ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 171, description : test p_filters->crc_check_list.dbp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 172, description : test p_filters->crc_check_list.dbp true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 173, description : test _liso_idsp_first_set_ca ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 174, description : test _liso_idsp_first_set_ca ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 175, description : test _liso_idsp_first_set_ca ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 176, description : test p_filters->crc_check_list.cawarp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_cfa_calib(), ID = 177, description : test p_filters->crc_check_list.cawarp true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 178, description : test _liso_idsp_first_set_warp_radius ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 179, description : test _liso_idsp_first_set_warp_radius ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 180, description : test _liso_idsp_first_set_warp_radius ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 181, description : test _liso_idsp_first_set_warp_radius ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 182, description : test _liso_idsp_first_set_warp_radius ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 183, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 184, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 185, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 186, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 187, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 188, description : test if (p_flow->window.height_chroma < (uint16)(vwarp_cfg.dma_size_uv*2UL)) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_warp_radius(), ID = 189, description : test if (p_flow->window.height_chroma < (uint16)(vwarp_cfg.dma_size_uv*2UL)) true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 190, description : test _liso_idsp_first_set_warp ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 191, description : test _liso_idsp_first_set_warp ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 192, description : test _liso_idsp_first_set_warp ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 193, description : test _liso_idsp_first_set_warp ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 194, description : test _liso_idsp_first_set_warp ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 195, description : test _liso_idsp_first_set_warp ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 196, description : test _liso_idsp_first_set_warp ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 197, description : test p_filters->crc_check_list.vwarp_me0 true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 198, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 199, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 200, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 201, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 202, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_calib(), ID = 203, description : test p_filters->crc_check_list.warp true OK case
Rval = 0x01100109, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_set_before_ce_gain(), ID = 204, description : test before_ce_wb_gain == 0 NG case
Rval = 0x01100109, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_set_before_ce_gain(), ID = 205, description : test before_ce_wb_gain == 0 NG case
Rval = 0x01100109, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_set_before_ce_gain(), ID = 206, description : test before_ce_wb_gain == 0 NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_set_thresh_mono_grad(), ID = 207, description : test interpolation_strength > 0 OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_calc_ir_tot(), ID = 208, description : test gain overflow protection OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_set_rgbir(), ID = 209, description : test flip OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_set_rgbir(), ID = 210, description : test flip OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_set_rgbir(), ID = 211, description : test flip OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_cfa_prescale(), ID = 212, description : test cfa downsample OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_cfa_prescale(), ID = 213, description : test cfa downsample OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_cfa_prescale(), ID = 214, description : test cfa downsample OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_anti_aliasing(), ID = 215, description : test different anti_aliasing.enable OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_anti_aliasing(), ID = 216, description : test different anti_aliasing.enable OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_anti_aliasing(), ID = 217, description : test different anti_aliasing.enable OK case
Rval = 0x01100008, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_anti_aliasing(), ID = 218, description : test anti_aliasing.enable out of range NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_DBP(), ID = 219, description : test different dynamic_bad_pixel_correction_method OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_DBP(), ID = 220, description : test (hot_strength <= 10U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_DBP(), ID = 221, description : test (dark_strength <= 10U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_DBP(), ID = 222, description : test (dark_strength == 0U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_cc_3d(), ID = 223, description : test sensor_info.sensor_mode == 0 OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_rgb2yuv(), ID = 224, description : test sensor_info.sensor_mode == 0 OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_demosaic(), ID = 225, description : test interpolation_strength > 0 OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_rgb_2_12y(), ID = 226, description : test while((dif > 3) && (count<100)) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_rgb(), ID = 227, description : test if (p_filters->input_param.pre_cc_gain.enable == 1u) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_chroma_scale(), ID = 228, description : test different chroma_scale.weight OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_chroma_scale(), ID = 229, description : test different chroma_scale.weight OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_chroma_median_filter(), ID = 230, description : test if (index_lo == 3UL) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_chroma_median_filter(), ID = 231, description : test if (p_filters->input_param.ability == AMBA_IK_VIDEO_Y2Y) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, getLog2(), ID = 232, description : test while ((1UL << k) <= a) true OK case
Rval = 0x01100100, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_chroma_noise_filter(), ID = 233, description : test enable wide filter when chroma_radius is 32 NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_luma_proc_asf(), ID = 234, description : test if(p_filters->update_flags.iso.first_luma_processing_mode_updated == 1U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_sharpen_control(), ID = 235, description : test if(p_sharpen_both->enable == 0U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_luma_proc_sharpen(), ID = 236, description : test if (input_shp.sharpen_both->mode == 2U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_luma_proc_sharpen(), ID = 237, description : test if(input_shp.sharpen_noise->level_str_adjust_not_t0_t1_level_based==0U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_main_resampler(), ID = 238, description : test non-YUV420 OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_main_resampler(), ID = 239, description : test YUV420 if (output_height < (chroma_dma_size << 1u)) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_main_resampler(), ID = 240, description : test burst tile OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_main_resampler(), ID = 241, description : test burst tile YUV420 OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_main_resampler(), ID = 242, description : test burst tile YUV420 if (output_height < (chroma_dma_size << 1u)) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_main_resampler(), ID = 243, description : test burst tile YUV422 OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_idsp_first_main_resampler(), ID = 244, description : test burst tile YUV422 if (((uint32)output_height >> 1u) < chroma_dma_size) false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 245, description : test _liso_idsp_first_set_hdr_blend ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 246, description : test p_filters->crc_check_list.hdr_blend false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 247, description : test _liso_idsp_first_set_hdr_tone_curve ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 248, description : test _liso_idsp_first_set_hdr_tone_curve ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 249, description : test p_filters->crc_check_list.hdr_decomp true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 250, description : test _liso_idsp_first_set_hdr_exp ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 251, description : test _liso_idsp_first_set_hdr_exp vin_stat ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 252, description : test _liso_idsp_first_set_hdr_exp vin_stat ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 253, description : test _liso_idsp_first_set_hdr_exp vin_stat ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 254, description : test p_filters->crc_check_list.vin_stat_exp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 255, description : test p_filters->crc_check_list.vin_stat_exp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_hdr(), ID = 256, description : test p_filters->crc_check_list.vin_stat_exp true OK case
Rval = 0x01100004, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce(), ID = 257, description : test Y2Y NG case
Rval = 0x01100000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce(), ID = 258, description : test exp_num out of range NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce(), ID = 259, description : test _liso_idsp_first_set_decompress ring buf error NG case
Rval = 0x01100008, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce(), ID = 260, description : test invalid decompand_enable and first_compression_offset NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce(), ID = 261, description : test _liso_idsp_first_set_ce ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce(), ID = 262, description : test _liso_idsp_first_set_ce_linear ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce(), ID = 263, description : test p_filters->crc_check_list.ce_linear true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_hdr_misc(), ID = 264, description : test _liso_idsp_first_set_hdr_blend_b ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_hdr_misc(), ID = 265, description : test p_filters->crc_check_list.hdr_blend_b true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_hdr_misc(), ID = 266, description : test _liso_idsp_first_set_hdr_tone_curve_b ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_hdr_misc(), ID = 267, description : test _liso_idsp_first_set_hdr_tone_curve_b ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_hdr_misc(), ID = 268, description : test p_filters->crc_check_list.hdr_decomp_b true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_ce(), ID = 269, description : test _liso_idsp_first_set_ce_fe ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_ce(), ID = 270, description : test _liso_idsp_first_set_ce_fe ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_ce(), ID = 271, description : test _liso_idsp_first_set_ce_fe ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_ce(), ID = 272, description : test _liso_idsp_first_set_ce_fe_linear ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_ce(), ID = 273, description : test _liso_idsp_first_set_ce_fe_linear ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_ce(), ID = 274, description : test p_filters->crc_check_list.ce_fe true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_ce(), ID = 275, description : test p_filters->crc_check_list.ce_fe_linear true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_rgbir(), ID = 276, description : test _liso_idsp_first_set_rgbir_b ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_rgbir(), ID = 277, description : test _liso_idsp_first_set_rgbir_b ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_rgbir(), ID = 278, description : test _liso_idsp_first_set_rgbir_b ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_rgbir(), ID = 279, description : test _liso_idsp_first_set_rgbir_b ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_rgbir(), ID = 280, description : test p_filters->crc_check_list.dgain_vig_b true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_rgbir(), ID = 281, description : test p_filters->crc_check_list.dbp_b true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_rgbir(), ID = 282, description : test p_filters->crc_check_list.sbp_grgb_b true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_before_ce_gain(), ID = 283, description : test _liso_idsp_first_set_before_ce_gain_b ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_decompress(), ID = 284, description : test _liso_idsp_first_set_decompress_b ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_hdr_exp(), ID = 285, description : test _liso_idsp_first_set_hdr_exp_b ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_vig(), ID = 286, description : test _liso_idsp_first_set_vig_b ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_vig(), ID = 287, description : test _liso_idsp_first_set_vig_b ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_vig(), ID = 288, description : test _liso_idsp_first_set_vig_b ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_vig(), ID = 289, description : test p_filters->crc_check_list.vig_mult_b true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec4_vig(), ID = 290, description : test p_filters->crc_check_list.dbp_b true OK case
Rval = 0x01100004, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 291, description : test Y2Y NG case
Rval = 0x01100000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 292, description : test exp_num out of range NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 293, description : test (p_filters->update_flags.iso.sensor_information_updated == 1u) false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 294, description : test idspdrv_set_bayer_pattern_sec4 ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 295, description : test idspdrv_set_bayer_pattern_sec4 ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 296, description : test idspdrv_set_bayer_pattern_sec4 ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 297, description : test idspdrv_set_bayer_pattern_sec4 ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 298, description : test idspdrv_set_bayer_pattern_sec4 ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 299, description : test flip OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_hdr_ce_prep(), ID = 300, description : test if(exp_num > 0U) false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_before_ce_gain(), ID = 301, description : test _liso_idsp_first_set_before_ce_gain ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_dbp(), ID = 302, description : test _liso_idsp_first_DBP ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_dbp(), ID = 303, description : test _liso_idsp_first_DBP ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_dbp(), ID = 304, description : test p_filters->crc_check_list.sbp_grgb true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_grgb_mismatch(), ID = 305, description : test _liso_idsp_first_grgb_mismatch ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_cfa_leakage(), ID = 306, description : test _liso_idsp_first_cfa_leakage_filter ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_anti_aliasing(), ID = 307, description : test _liso_idsp_first_anti_aliasing ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_thresh_mono_grad(), ID = 308, description : test _liso_idsp_first_set_thresh_mono_grad ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_thresh_mono_grad(), ID = 309, description : test _liso_idsp_first_set_thresh_mono_grad ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_thresh_mono_grad(), ID = 310, description : test _liso_idsp_first_set_thresh_mono_grad ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_thresh_mono_grad(), ID = 311, description : test p_filters->crc_check_list.cfa_noise true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_thresh_mono_grad(), ID = 312, description : test p_filters->crc_check_list.demosaic true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_cfa_noise(), ID = 313, description : test _liso_idsp_first_cfa_noise_filter ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_wb_gain(), ID = 314, description : test _liso_idsp_first_wb_gain ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 315, description : test _liso_idsp_first_set_rgbir ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 316, description : test _liso_idsp_first_set_rgbir ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 317, description : test _liso_idsp_first_set_rgbir ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 318, description : test _liso_idsp_first_set_rgbir ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 319, description : test _liso_idsp_first_set_rgbir ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 320, description : test _liso_idsp_first_set_rgbir ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 321, description : test _liso_idsp_first_set_rgbir ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 322, description : test _liso_idsp_first_set_rgbir ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 323, description : test p_filters->crc_check_list.vin_stat_exp0 true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 324, description : test p_filters->crc_check_list.vin_stat_exp1 true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 325, description : test p_filters->crc_check_list.vin_stat_exp2 true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 326, description : test p_filters->crc_check_list.dgain_vig true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 327, description : test p_filters->crc_check_list.dbp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 328, description : test p_filters->crc_check_list.sbp_grgb true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_ir(), ID = 329, description : test p_filters->crc_check_list.aaa_cfa true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_pre_scaler(), ID = 330, description : test _liso_idsp_first_cfa_prescale ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_cfa(), ID = 331, description : test Y2Y NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rccc(), ID = 332, description : test sensor_mode == IK_SENSOR_MODE_RCCC OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_demosaic(), ID = 333, description : test _liso_idsp_first_demosaic ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_rgb_12y(), ID = 334, description : test _liso_idsp_first_rgb_2_12y ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_cc_out(), ID = 335, description : test _liso_idsp_first_cc_out ring buf error NG case
